"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.509854917E0,1.523831177E-1,2.477348328E-1,9.705666962E0,9.710023910E0
6.519810917E0,1.628613281E-1,2.380050659E-1,9.713899841E0,9.718179889E0
6.529766917E0,1.604663086E-1,2.475851440E-1,9.706864471E0,9.711347265E0
6.539722917E0,1.540296936E-1,2.490820312E-1,9.698182526E0,9.702603326E0
6.549678917E0,1.663041687E-1,2.492317200E-1,9.701775055E0,9.706400607E0
6.559634917E0,1.538800049E-1,2.610571289E-1,9.704020386E0,9.708750771E0
6.569590917E0,1.588197327E-1,2.502795410E-1,9.705367584E0,9.709893074E0
6.579546917E0,1.616638184E-1,2.532733154E-1,9.705666962E0,9.710316871E0
6.589502917E0,1.576222229E-1,2.546205139E-1,9.701775055E0,9.706395602E0
6.599458917E0,1.622625732E-1,2.463876343E-1,9.708211670E0,9.712693233E0
6.609414917E0,1.639091492E-1,2.556683350E-1,9.717342682E0,9.722087292E0
6.619370917E0,1.624122620E-1,2.573149109E-1,9.711055756E0,9.715821766E0
6.629326917E0,1.685494995E-1,2.525248718E-1,9.700577545E0,9.705327529E0
6.639282917E0,1.546284485E-1,2.405497742E-1,9.700727234E0,9.704941165E0
6.649238917E0,1.643582153E-1,2.637515259E-1,9.702074432E0,9.707050365E0
6.659194917E0,1.546284485E-1,2.353106689E-1,9.689949646E0,9.694039674E0
6.669150917E0,1.546284485E-1,2.459385681E-1,9.693991241E0,9.698343257E0
6.679106917E0,1.532812500E-1,2.483335876E-1,9.692045288E0,9.696437829E0
6.689062917E0,1.431024170E-1,2.523751831E-1,9.705816650E0,9.710151821E0
6.699018917E0,1.628613281E-1,2.525248718E-1,9.703122253E0,9.707773900E0
6.708974917E0,1.504371643E-1,2.493814087E-1,9.697284393E0,9.701656922E0
6.718930917E0,1.691482544E-1,2.421963501E-1,9.688602448E0,9.693105157E0
6.728886917E0,1.603166199E-1,2.519261169E-1,9.702972565E0,9.707566367E0
6.738842917E0,1.454974365E-1,2.519261169E-1,9.701475677E0,9.705836728E0
6.748798917E0,1.511856079E-1,2.447410583E-1,9.696835327E0,9.701101517E0
6.758754917E0,1.570234680E-1,2.538720703E-1,9.707762604E0,9.712351011E0
6.768710917E0,1.562750244E-1,2.435435486E-1,9.695188751E0,9.699506187E0
6.778666917E0,1.487905884E-1,2.588117981E-1,9.701176300E0,9.705768583E0
6.788622917E0,1.672023010E-1,2.535726929E-1,9.694889374E0,9.699646163E0
6.798578917E0,1.571731567E-1,2.574645996E-1,9.707313538E0,9.711999153E0
6.808534917E0,1.525328064E-1,2.499801636E-1,9.702972565E0,9.707390634E0
6.818490917E0,1.576222229E-1,2.427951050E-1,9.692943420E0,9.697264892E0
6.828446917E0,1.520837402E-1,2.402503967E-1,9.704768829E0,9.708933399E0
6.838402917E0,1.570234680E-1,2.393522644E-1,9.685908051E0,9.690137287E0
6.848358917E0,1.568737793E-1,2.507286072E-1,9.712402954E0,9.716905133E0
6.858314917E0,1.589694214E-1,2.504292297E-1,9.704319763E0,9.708852051E0
6.868270917E0,1.675016785E-1,2.433938599E-1,9.687255249E0,9.691759987E0
6.878226917E0,1.628613281E-1,2.447410583E-1,9.705068207E0,9.709519602E0
6.888182917E0,1.607656860E-1,2.418969727E-1,9.706864471E0,9.711208865E0
6.898138917E0,1.694476318E-1,2.398013306E-1,9.704918518E0,9.709359434E0
6.908094917E0,1.481918335E-1,2.495310974E-1,9.707313538E0,9.711650874E0
6.918050917E0,1.586700439E-1,2.466870117E-1,9.698631592E0,9.703065774E0
6.928006917E0,1.465452576E-1,2.468367004E-1,9.711804199E0,9.716045732E0
6.937962917E0,1.585203552E-1,2.520758057E-1,9.691596222E0,9.696169772E0
6.947918917E0,1.619631958E-1,2.486329651E-1,9.692344666E0,9.696885868E0
6.957874917E0,1.576222229E-1,2.445913696E-1,9.714348907E0,9.718705901E0
6.967830917E0,1.636097717E-1,2.404000854E-1,9.701026611E0,9.705383953E0
6.977786917E0,1.492396545E-1,2.417472839E-1,9.698930969E0,9.703091063E0
6.987742917E0,1.546284485E-1,2.409988403E-1,9.705068207E0,9.709291390E0
6.997698917E0,1.556762695E-1,2.534230042E-1,9.703870697E0,9.708427516E0
7.007654917E0,1.571731567E-1,2.607577515E-1,9.695937195E0,9.700716267E0
7.017610917E0,1.541793823E-1,2.510279846E-1,9.708211670E0,9.712680380E0
7.027566917E0,1.474433899E-1,2.513273621E-1,9.688752136E0,9.693132773E0
7.037522917E0,1.577719116E-1,2.445913696E-1,9.692194977E0,9.696564360E0
7.047478917E0,1.516346741E-1,2.390528870E-1,9.702822876E0,9.706951690E0
7.057434917E0,1.607656860E-1,2.544708252E-1,9.701924744E0,9.706592849E0
7.067390917E0,1.526824951E-1,2.576142883E-1,9.695637817E0,9.700261324E0
7.077347500E0,1.568737793E-1,2.459385681E-1,9.702074432E0,9.706458852E0
7.087303500E0,1.604663086E-1,2.453398132E-1,9.707463226E0,9.711888763E0
7.097259500E0,1.724414062E-1,2.406994629E-1,9.708960114E0,9.713474083E0
7.107215500E0,1.534309387E-1,2.448907471E-1,9.701775055E0,9.706078083E0
7.117171500E0,1.636097717E-1,2.577639771E-1,9.703421631E0,9.708223410E0
7.127127500E0,1.568737793E-1,2.460882568E-1,9.697733459E0,9.702123637E0
7.137083500E0,1.582209778E-1,2.550695801E-1,9.700876923E0,9.705519432E0
7.147039500E0,1.631607056E-1,2.363584900E-1,9.697434082E0,9.701686169E0
7.156995500E0,1.591191101E-1,2.448907471E-1,9.686955872E0,9.691357203E0
7.166951500E0,1.516346741E-1,2.447410583E-1,9.704319763E0,9.708589667E0
7.176907500E0,1.606159973E-1,2.468367004E-1,9.703271942E0,9.707739811E0
7.186863500E0,1.609153748E-1,2.469863892E-1,9.702972565E0,9.707449337E0
7.196819500E0,1.622625732E-1,2.424957275E-1,9.709708557E0,9.714091496E0
7.206775500E0,1.682501221E-1,2.429447937E-1,9.692194977E0,9.696699116E0
7.216731500E0,1.619631958E-1,2.436932373E-1,9.699080658E0,9.703493396E0
7.226687500E0,1.589694214E-1,2.344125366E-1,9.702523499E0,9.706656621E0
7.236643500E0,1.567240906E-1,2.492317200E-1,9.712402954E0,9.716864208E0
7.246599500E0,1.534309387E-1,2.508782959E-1,9.709259491E0,9.713712001E0
7.256555500E0,1.520837402E-1,2.613565063E-1,9.695787506E0,9.700501639E0
7.266511500E0,1.609153748E-1,2.481838989E-1,9.705217896E0,9.709724167E0
7.276467500E0,1.561253357E-1,2.448907471E-1,9.699230347E0,9.703577480E0
7.286423500E0,1.573228455E-1,2.549198914E-1,9.701475677E0,9.706099368E0
7.296379500E0,1.567240906E-1,2.347119141E-1,9.714498596E0,9.718597383E0
7.306335500E0,1.532812500E-1,2.540217590E-1,9.697583771E0,9.702121066E0
7.316291500E0,1.655557251E-1,2.457888794E-1,9.704768829E0,9.709292400E0
7.326247500E0,1.444496155E-1,2.511776733E-1,9.689051514E0,9.693383060E0
7.336203500E0,1.615141296E-1,2.398013306E-1,9.701924744E0,9.706231773E0
7.346159500E0,1.700463867E-1,2.412982178E-1,9.714199219E0,9.718683402E0
7.356115500E0,1.546284485E-1,2.350112915E-1,9.712402954E0,9.716476286E0
7.366071500E0,1.540296936E-1,2.487826538E-1,9.697583771E0,9.701997163E0
7.376027500E0,1.537303162E-1,2.507286072E-1,9.696535950E0,9.700995169E0
7.385983500E0,1.541793823E-1,2.475851440E-1,9.680219879E0,9.684612878E0
7.395939500E0,1.689985657E-1,2.508782959E-1,9.695188751E0,9.699906461E0
7.405895500E0,1.595681763E-1,2.585124207E-1,9.687854004E0,9.692616049E0
7.415851500E0,1.579216003E-1,2.469863892E-1,9.702074432E0,9.706502449E0
7.425807500E0,1.573228455E-1,2.471360779E-1,9.697434082E0,9.701858301E0
7.435763500E0,1.552272034E-1,2.550695801E-1,9.690997467E0,9.695596314E0
7.445719500E0,1.583706665E-1,2.447410583E-1,9.688303070E0,9.692687751E0
7.455675500E0,1.701960754E-1,2.439926147E-1,9.703721008E0,9.708279997E0
7.465631500E0,1.531315613E-1,2.501298523E-1,9.713151398E0,9.717578108E0
7.475587500E0,1.683998108E-1,2.538720703E-1,9.687854004E0,9.692642814E0
7.485543500E0,1.568737793E-1,2.487826538E-1,9.711804199E0,9.716256635E0
7.495499500E0,1.619631958E-1,2.445913696E-1,9.706415405E0,9.710847390E0
7.505455500E0,1.558259583E-1,2.453398132E-1,9.711205444E0,9.715553743E0
7.515411500E0,1.604663086E-1,2.451901245E-1,9.698332214E0,9.702758132E0
7.525367500E0,1.654060364E-1,2.514770508E-1,9.705367584E0,9.710033976E0
7.535323500E0,1.552272034E-1,2.465373230E-1,9.700727234E0,9.705100978E0
7.545279500E0,1.667532349E-1,2.451901245E-1,9.694889374E0,9.699422911E0
7.555235500E0,1.610650635E-1,2.507286072E-1,9.698032837E0,9.702610355E0
7.565191500E0,1.549278259E-1,2.535726929E-1,9.706116028E0,9.710663731E0
7.575147500E0,1.570234680E-1,2.411485291E-1,9.704170074E0,9.708435807E0
7.585103500E0,1.643582153E-1,2.435435486E-1,9.701475677E0,9.705923831E0
7.595059500E0,1.663041687E-1,2.549198914E-1,9.703571320E0,9.708343709E0
7.605015500E0,1.639091492E-1,2.417472839E-1,9.704619141E0,9.709013370E0
7.614971500E0,1.606159973E-1,2.456391907E-1,9.706415405E0,9.710851463E0
7.624927500E0,1.597178650E-1,2.644999695E-1,9.690997467E0,9.695921923E0
7.634883500E0,1.504371643E-1,2.568658447E-1,9.697583771E0,9.702151431E0
7.644839500E0,1.469943237E-1,2.549198914E-1,9.719588013E0,9.724041476E0
7.654795500E0,1.667532349E-1,2.522254944E-1,9.704170074E0,9.708879502E0
7.664751500E0,1.652563477E-1,2.591111755E-1,9.693392487E0,9.698263049E0
7.674707500E0,1.505868530E-1,2.552192688E-1,9.712103577E0,9.716623341E0
7.684663500E0,1.429527283E-1,2.588117981E-1,9.710756378E0,9.715256480E0
7.694619500E0,1.664538574E-1,2.540217590E-1,9.705367584E0,9.710118119E0
7.704575500E0,1.486408997E-1,2.502795410E-1,9.697883148E0,9.702250848E0
7.714531500E0,1.523831177E-1,2.481838989E-1,9.697284393E0,9.701656584E0
7.724487500E0,1.642085266E-1,2.463876343E-1,9.710457001E0,9.714970225E0
7.734443500E0,1.510359192E-1,2.424957275E-1,9.693542175E0,9.697751076E0
7.744399500E0,1.538800049E-1,2.540217590E-1,9.700427856E0,9.704973298E0
7.754355500E0,1.682501221E-1,2.415975952E-1,9.693242798E0,9.697712794E0
7.764311500E0,1.498384094E-1,2.380050659E-1,9.692045288E0,9.696124990E0
7.774267500E0,1.649569702E-1,2.423460388E-1,9.684710541E0,9.689146539E0
7.784223500E0,1.585203552E-1,2.577639771E-1,9.687554626E0,9.692279691E0
7.794179500E0,1.621128845E-1,2.501298523E-1,9.706864471E0,9.711439821E0
7.804135500E0,1.538800049E-1,2.556683350E-1,9.703870697E0,9.708457749E0
7.814091500E0,1.606159973E-1,2.377056885E-1,9.704170074E0,9.708409670E0
7.824047500E0,1.582209778E-1,2.415975952E-1,9.701176300E0,9.705473965E0
7.834003500E0,1.526824951E-1,2.402503967E-1,9.696685638E0,9.700863084E0
7.843959500E0,1.555265808E-1,2.573149109E-1,9.692344666E0,9.697006992E0
7.853915500E0,1.490899658E-1,2.583627319E-1,9.694290619E0,9.698878787E0
7.863871500E0,1.652563477E-1,2.523751831E-1,9.707463226E0,9.712149360E0
7.873827500E0,1.667532349E-1,2.486329651E-1,9.707912292E0,9.712527275E0
7.883783500E0,1.664538574E-1,2.517764282E-1,9.716294861E0,9.720981642E0
7.893739500E0,1.502874756E-1,2.531236267E-1,9.710606689E0,9.715067688E0
7.903695500E0,1.675016785E-1,2.499801636E-1,9.707762604E0,9.712425118E0
7.913651500E0,1.562750244E-1,2.453398132E-1,9.693242798E0,9.697606377E0
7.923607500E0,1.517843628E-1,2.456391907E-1,9.706116028E0,9.710410159E0
7.933563500E0,1.570234680E-1,2.474354553E-1,9.706265717E0,9.710688690E0
7.943519500E0,1.642085266E-1,2.543211365E-1,9.701924744E0,9.706646559E0
7.953475500E0,1.724414062E-1,2.576142883E-1,9.692194977E0,9.697151367E0
7.963431500E0,1.490899658E-1,2.445913696E-1,9.709858246E0,9.714082556E0
7.973387500E0,1.660047913E-1,2.511776733E-1,9.700278168E0,9.704949477E0
7.983343500E0,1.686991882E-1,2.495310974E-1,9.692194977E0,9.696874169E0
7.993299500E0,1.631607056E-1,2.454895020E-1,9.697733459E0,9.702212158E0
8.003255500E0,1.517843628E-1,2.436932373E-1,9.688003693E0,9.692256726E0
8.013211500E0,1.588197327E-1,2.415975952E-1,9.704619141E0,9.708925057E0
8.023167500E0,1.487905884E-1,2.519261169E-1,9.716444550E0,9.720848733E0
8.033123500E0,1.507365417E-1,2.597099304E-1,9.705068207E0,9.709712645E0
8.043079500E0,1.679507446E-1,2.447410583E-1,9.707463226E0,9.712000202E0
8.053035500E0,1.483415222E-1,2.585124207E-1,9.709109802E0,9.713683494E0
8.062991500E0,1.574725342E-1,2.435435486E-1,9.697583771E0,9.701919503E0
8.072947500E0,1.564247131E-1,2.354603577E-1,9.705217896E0,9.709333894E0
8.082903542E0,1.595681763E-1,2.523751831E-1,9.701775055E0,9.706368757E0
8.092859542E0,1.586700439E-1,2.438429260E-1,9.698631592E0,9.702993884E0
8.102815542E0,1.496887207E-1,2.495310974E-1,9.695637817E0,9.700003359E0
8.112771542E0,1.661544800E-1,2.456391907E-1,9.696835327E0,9.701369042E0
8.122727542E0,1.583706665E-1,2.541714478E-1,9.691745911E0,9.696371651E0
8.132683542E0,1.547781372E-1,2.580633545E-1,9.702074432E0,9.706739991E0
8.142639542E0,1.487905884E-1,2.522254944E-1,9.702224121E0,9.706642532E0
8.152595542E0,1.529818726E-1,2.438429260E-1,9.704469452E0,9.708737826E0
8.162551542E0,1.580712891E-1,2.484832764E-1,9.711205444E0,9.715669902E0
8.172507542E0,1.571731567E-1,2.456391907E-1,9.714199219E0,9.718575434E0
8.182463542E0,1.657054138E-1,2.544708252E-1,9.693242798E0,9.697998228E0
8.192419542E0,1.586700439E-1,2.401007080E-1,9.706864471E0,9.711129821E0
8.202375542E0,1.568737793E-1,2.393522644E-1,9.705666962E0,9.709885172E0
8.212331542E0,1.534309387E-1,2.481838989E-1,9.696685638E0,9.701074614E0
8.222287542E0,1.577719116E-1,2.580633545E-1,9.698930969E0,9.703646254E0
8.232243542E0,1.646575928E-1,2.591111755E-1,9.708660736E0,9.713513474E0
8.242199542E0,1.598675537E-1,2.561174011E-1,9.713151398E0,9.717842550E0
8.252155542E0,1.612147522E-1,2.504292297E-1,9.705068207E0,9.709637166E0
8.262111542E0,1.682501221E-1,2.460882568E-1,9.701924744E0,9.706503555E0
8.272067542E0,1.660047913E-1,2.448907471E-1,9.702822876E0,9.707332323E0
8.282023542E0,1.552272034E-1,2.622546387E-1,9.705068207E0,9.709851795E0
8.291979542E0,1.637594604E-1,2.525248718E-1,9.704918518E0,9.709584410E0
8.301935542E0,1.636097717E-1,2.538720703E-1,9.687404938E0,9.692111927E0
8.311891542E0,1.627116394E-1,2.414479065E-1,9.701625366E0,9.705993350E0
8.321847542E0,1.498384094E-1,2.607577515E-1,9.701775055E0,9.706435256E0
8.331803542E0,1.577719116E-1,2.543211365E-1,9.697434082E0,9.702051278E0
8.341759542E0,1.434017944E-1,2.492317200E-1,9.693542175E0,9.697805960E0
8.351715542E0,1.580712891E-1,2.487826538E-1,9.701775055E0,9.706251519E0
8.361671542E0,1.555265808E-1,2.492317200E-1,9.688303070E0,9.692756127E0
8.371627542E0,1.637594604E-1,2.454895020E-1,9.701026611E0,9.705513875E0
8.381583542E0,1.601669312E-1,2.588117981E-1,9.714498596E0,9.719265403E0
8.391539542E0,1.654060364E-1,2.423460388E-1,9.702224121E0,9.706659758E0
8.401495542E0,1.621128845E-1,2.540217590E-1,9.707313538E0,9.711989691E0
8.411451542E0,1.552272034E-1,2.462379456E-1,9.684261475E0,9.688635039E0
8.421407542E0,1.597178650E-1,2.356100464E-1,9.701325989E0,9.705500906E0
8.431363542E0,1.633103943E-1,2.471360779E-1,9.695488129E0,9.700012195E0
8.441319542E0,1.678010559E-1,2.436932373E-1,9.702224121E0,9.706734594E0
8.451275542E0,1.562750244E-1,2.415975952E-1,9.701176300E0,9.705442436E0
8.461231542E0,1.576222229E-1,2.564167786E-1,9.699080658E0,9.703749788E0
8.471187542E0,1.499880981E-1,2.526745605E-1,9.705068207E0,9.709515424E0
8.481143542E0,1.549278259E-1,2.420466614E-1,9.707313538E0,9.711566575E0
8.491099542E0,1.531315613E-1,2.429447937E-1,9.705517273E0,9.709765032E0
8.501055542E0,1.535806274E-1,2.499801636E-1,9.711654510E0,9.716085139E0
8.511011542E0,1.630110168E-1,2.435435486E-1,9.697134705E0,9.701562118E0
8.520967542E0,1.552272034E-1,2.433938599E-1,9.694739685E0,9.699036737E0
8.530923542E0,1.570234680E-1,2.523751831E-1,9.703122253E0,9.707673824E0
8.540879542E0,1.559756470E-1,2.517764282E-1,9.698332214E0,9.702853576E0
8.550835542E0,1.642085266E-1,2.520758057E-1,9.701325989E0,9.705989522E0
8.560791542E0,1.549278259E-1,2.468367004E-1,9.717642059E0,9.722011015E0
8.570747542E0,1.564247131E-1,2.480342102E-1,9.710007935E0,9.714434814E0
8.580703542E0,1.618135071E-1,2.466870117E-1,9.698781281E0,9.703267306E0
8.590659542E0,1.559756470E-1,2.424957275E-1,9.706415405E0,9.710696813E0
8.600615542E0,1.646575928E-1,2.570155334E-1,9.694440308E0,9.699244403E0
8.610571542E0,1.561253357E-1,2.483335876E-1,9.706565094E0,9.710996376E0
8.620527542E0,1.431024170E-1,2.462379456E-1,9.710007935E0,9.714183729E0
8.630483542E0,1.588197327E-1,2.421963501E-1,9.698481903E0,9.702805471E0
8.640439542E0,1.606159973E-1,2.415975952E-1,9.699230347E0,9.703568221E0
8.650395542E0,1.543290710E-1,2.517764282E-1,9.706565094E0,9.711056315E0
8.660351542E0,1.628613281E-1,2.522254944E-1,9.699380035E0,9.704025690E0
8.670307542E0,1.592687988E-1,2.381547546E-1,9.691147156E0,9.695381242E0
8.680263542E0,1.663041687E-1,2.442919922E-1,9.704918518E0,9.709417032E0
8.690219542E0,1.555265808E-1,2.490820312E-1,9.700577545E0,9.705021128E0
8.700175542E0,1.544787598E-1,2.399510193E-1,9.698631592E0,9.702829223E0
8.710131542E0,1.740879822E-1,2.360591125E-1,9.707014160E0,9.711444508E0
8.720087542E0,1.633103943E-1,2.507286072E-1,9.705666962E0,9.710278384E0
8.730043542E0,1.451980591E-1,2.508782959E-1,9.702224121E0,9.706553214E0
8.739999542E0,1.606159973E-1,2.504292297E-1,9.695787506E0,9.700350904E0
8.749955542E0,1.613644409E-1,2.426454163E-1,9.704469452E0,9.708843527E0
8.759911542E0,1.604663086E-1,2.484832764E-1,9.706714783E0,9.711220585E0
8.769867542E0,1.543290710E-1,2.421963501E-1,9.701625366E0,9.705875091E0
8.779823542E0,1.531315613E-1,2.426454163E-1,9.695188751E0,9.699433540E0
8.789779542E0,1.624122620E-1,2.576142883E-1,9.709858246E0,9.714632778E0
8.799735542E0,1.567240906E-1,2.555186462E-1,9.716893616E0,9.721516022E0
8.809691542E0,1.658551025E-1,2.399510193E-1,9.699380035E0,9.703765119E0
8.819647542E0,1.529818726E-1,2.357597351E-1,9.706265717E0,9.710333685E0
8.829603542E0,1.534309387E-1,2.516267395E-1,9.707912292E0,9.712384782E0
8.839559542E0,1.567240906E-1,2.420466614E-1,9.699529724E0,9.703815018E0
8.849515542E0,1.574725342E-1,2.414479065E-1,9.711654510E0,9.715931660E0
8.859471542E0,1.568737793E-1,2.562670898E-1,9.709558868E0,9.714206896E0
8.869427542E0,1.681004333E-1,2.477348328E-1,9.701924744E0,9.706542847E0
8.879383542E0,1.520837402E-1,2.579136658E-1,9.711953888E0,9.716568182E0
8.889339542E0,1.532812500E-1,2.399510193E-1,9.686506805E0,9.690690673E0
8.899295542E0,1.586700439E-1,2.474354553E-1,9.696386261E0,9.700840531E0
8.909251542E0,1.619631958E-1,2.495310974E-1,9.699829102E0,9.704389854E0
8.919207542E0,1.511856079E-1,2.523751831E-1,9.689201202E0,9.693666502E0
8.929163542E0,1.603166199E-1,2.463876343E-1,9.702523499E0,9.706975354E0
8.939119542E0,1.625619507E-1,2.529739380E-1,9.701176300E0,9.705835554E0
8.949075542E0,1.630110168E-1,2.492317200E-1,9.701475677E0,9.706045506E0
8.959031542E0,1.616638184E-1,2.585124207E-1,9.704918518E0,9.709706860E0
8.968987542E0,1.594184875E-1,2.426454163E-1,9.705068207E0,9.709409866E0
8.978943542E0,1.451980591E-1,2.463876343E-1,9.688901825E0,9.693121681E0
8.988899542E0,1.591191101E-1,2.454895020E-1,9.699230347E0,9.703641239E0
8.998855542E0,1.561253357E-1,2.457888794E-1,9.696985016E0,9.701355869E0
9.008811542E0,1.534309387E-1,2.516267395E-1,9.706415405E0,9.710888584E0
9.018767542E0,1.646575928E-1,2.588117981E-1,9.707612915E0,9.712458194E0
9.028723542E0,1.589694214E-1,2.532733154E-1,9.699380035E0,9.703988444E0
9.038679542E0,1.571731567E-1,2.430944824E-1,9.716743927E0,9.721055029E0
9.048635542E0,1.510359192E-1,2.553689575E-1,9.708810425E0,9.713342628E0
9.058591542E0,1.499880981E-1,2.441423035E-1,9.701026611E0,9.705257297E0
9.068547542E0,1.648072815E-1,2.499801636E-1,9.719438324E0,9.724049201E0
9.078503125E0,1.655557251E-1,2.528242493E-1,9.707313538E0,9.712016522E0
9.088459125E0,1.570234680E-1,2.469863892E-1,9.712552643E0,9.716961330E0
9.098415125E0,1.574725342E-1,2.553689575E-1,9.693542175E0,9.698183892E0
9.108371125E0,1.582209778E-1,2.438429260E-1,9.696386261E0,9.700742228E0
9.118327125E0,1.613644409E-1,2.516267395E-1,9.708960114E0,9.713560675E0
9.128283125E0,1.451980591E-1,2.445913696E-1,9.700876923E0,9.705046135E0
9.138239125E0,1.522334290E-1,2.442919922E-1,9.704319763E0,9.708587727E0
9.148195125E0,1.592687988E-1,2.445913696E-1,9.699679413E0,9.704069878E0
9.158151125E0,1.594184875E-1,2.511776733E-1,9.714348907E0,9.718903188E0
9.168107125E0,1.594184875E-1,2.534230042E-1,9.710606689E0,9.715221035E0
9.178063125E0,1.619631958E-1,2.504292297E-1,9.696086884E0,9.700672540E0
9.188019125E0,1.576222229E-1,2.348616028E-1,9.703571320E0,9.707692882E0
9.197975125E0,1.508862305E-1,2.507286072E-1,9.699679413E0,9.704092549E0
9.207931125E0,1.546284485E-1,2.495310974E-1,9.692045288E0,9.696489962E0
9.217887125E0,1.642085266E-1,2.492317200E-1,9.698631592E0,9.703222951E0
9.227843125E0,1.639091492E-1,2.486329651E-1,9.696535950E0,9.701107874E0
9.237799125E0,1.520837402E-1,2.598596191E-1,9.707912292E0,9.712580376E0
9.247755125E0,1.555265808E-1,2.415975952E-1,9.691446533E0,9.695704916E0
9.257711125E0,1.516346741E-1,2.496807861E-1,9.693691864E0,9.698092365E0
9.267667125E0,1.603166199E-1,2.523751831E-1,9.704319763E0,9.708924591E0
9.277623125E0,1.618135071E-1,2.598596191E-1,9.696985016E0,9.701815759E0
9.287579125E0,1.544787598E-1,2.487826538E-1,9.691745911E0,9.696169104E0
9.297535125E0,1.585203552E-1,2.448907471E-1,9.699529724E0,9.703915553E0
9.307491125E0,1.576222229E-1,2.520758057E-1,9.705217896E0,9.709770408E0
9.317447125E0,1.555265808E-1,2.393522644E-1,9.712552643E0,9.716746208E0
9.327403125E0,1.655557251E-1,2.487826538E-1,9.711055756E0,9.715652598E0
9.337359125E0,1.559756470E-1,2.451901245E-1,9.698930969E0,9.703283390E0
9.347315125E0,1.487905884E-1,2.514770508E-1,9.698481903E0,9.702882591E0
9.357271125E0,1.463955688E-1,2.561174011E-1,9.722881165E0,9.727355546E0
9.367227125E0,1.505868530E-1,2.540217590E-1,9.700427856E0,9.704921641E0
9.377183125E0,1.643582153E-1,2.483335876E-1,9.702224121E0,9.706793296E0
9.387139125E0,1.634600830E-1,2.426454163E-1,9.701475677E0,9.705886169E0
9.397095125E0,1.621128845E-1,2.456391907E-1,9.693542175E0,9.698009028E0
9.407051125E0,1.481918335E-1,2.465373230E-1,9.703870697E0,9.708133084E0
9.417007125E0,1.546284485E-1,2.469863892E-1,9.713450775E0,9.717820650E0
9.426963125E0,1.568737793E-1,2.463876343E-1,9.696985016E0,9.701383131E0
9.436919125E0,1.553768921E-1,2.429447937E-1,9.699080658E0,9.703366929E0
9.446875125E0,1.544787598E-1,2.460882568E-1,9.704918518E0,9.709267045E0
9.456831125E0,1.468446350E-1,2.409988403E-1,9.707463226E0,9.711564554E0
9.466787125E0,1.624122620E-1,2.668949890E-1,9.702673187E0,9.707701976E0
9.476743125E0,1.465452576E-1,2.546205139E-1,9.691147156E0,9.695599018E0
9.486699125E0,1.586700439E-1,2.469863892E-1,9.709109802E0,9.713546809E0
9.496655125E0,1.526824951E-1,2.481838989E-1,9.715247040E0,9.719615848E0
9.506611125E0,1.519340515E-1,2.396516418E-1,9.702822876E0,9.706971136E0
9.516567125E0,1.573228455E-1,2.457888794E-1,9.704319763E0,9.708706645E0
9.526523125E0,1.576222229E-1,2.411485291E-1,9.707612915E0,9.711886835E0
9.536479125E0,1.460961914E-1,2.459385681E-1,9.699529724E0,9.703747047E0
9.546435125E0,1.621128845E-1,2.386038208E-1,9.712552643E0,9.716835452E0
9.556391125E0,1.597178650E-1,2.468367004E-1,9.700128479E0,9.704582972E0
9.566347125E0,1.529818726E-1,2.492317200E-1,9.705367584E0,9.709772389E0
9.576303125E0,1.547781372E-1,2.362088013E-1,9.706714783E0,9.710821940E0
9.586259125E0,1.555265808E-1,2.460882568E-1,9.694739685E0,9.699109521E0
9.596215125E0,1.520837402E-1,2.489323425E-1,9.694589996E0,9.698977883E0
9.606171125E0,1.636097717E-1,2.427951050E-1,9.696985016E0,9.701403817E0
9.616127125E0,1.751358032E-1,2.457888794E-1,9.699978790E0,9.704672754E0
9.626083125E0,1.574725342E-1,2.567161560E-1,9.714648285E0,9.719315412E0
9.636039125E0,1.655557251E-1,2.564167786E-1,9.699380035E0,9.704181126E0
9.645995125E0,1.514849854E-1,2.486329651E-1,9.709708557E0,9.714072592E0
9.655951125E0,1.532812500E-1,2.490820312E-1,9.707463226E0,9.711867961E0
9.665907125E0,1.588197327E-1,2.484832764E-1,9.706714783E0,9.711193517E0
9.675863125E0,1.649569702E-1,2.457888794E-1,9.716294861E0,9.720802889E0
9.685819125E0,1.660047913E-1,2.421963501E-1,9.698481903E0,9.702925739E0
9.695775125E0,1.689985657E-1,2.480342102E-1,9.706864471E0,9.711503455E0
9.705731125E0,1.472937012E-1,2.477348328E-1,9.705666962E0,9.709945373E0
9.715687125E0,1.440005493E-1,2.528242493E-1,9.705816650E0,9.710176781E0
9.725643125E0,1.504371643E-1,2.448907471E-1,9.714199219E0,9.718449942E0
9.735599125E0,1.498384094E-1,2.519261169E-1,9.706116028E0,9.710541008E0
9.745555125E0,1.486408997E-1,2.603086853E-1,9.704319763E0,9.708948285E0
9.755511125E0,1.463955688E-1,2.481838989E-1,9.698481903E0,9.702761366E0
9.765467125E0,1.648072815E-1,2.381547546E-1,9.695039063E0,9.699363977E0
9.775423125E0,1.544787598E-1,2.555186462E-1,9.695338440E0,9.699935099E0
9.785379125E0,1.562750244E-1,2.546205139E-1,9.693542175E0,9.698144843E0
9.795335125E0,1.508862305E-1,2.526745605E-1,9.687255249E0,9.691724581E0
