"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.214416000E0,1.552272034E-1,2.483335876E-1,9.702074432E0,9.706493360E0
3.224372000E0,1.507365417E-1,2.523751831E-1,9.702373810E0,9.706826066E0
3.234328000E0,1.478924561E-1,2.523751831E-1,9.706265717E0,9.710672457E0
3.244284000E0,1.618135071E-1,2.547702026E-1,9.698481903E0,9.703176938E0
3.254240000E0,1.534309387E-1,2.468367004E-1,9.702074432E0,9.706426619E0
3.264196000E0,1.553768921E-1,2.573149109E-1,9.694140930E0,9.698799994E0
3.274152000E0,1.576222229E-1,2.498304749E-1,9.705367584E0,9.709861996E0
3.284108000E0,1.519340515E-1,2.401007080E-1,9.709259491E0,9.713416092E0
3.294064000E0,1.648072815E-1,2.445913696E-1,9.707612915E0,9.712092199E0
3.304020000E0,1.588197327E-1,2.465373230E-1,9.707463226E0,9.711892022E0
3.313976000E0,1.507365417E-1,2.492317200E-1,9.702673187E0,9.707044088E0
3.323932000E0,1.541793823E-1,2.471360779E-1,9.707463226E0,9.711832464E0
3.333888000E0,1.522334290E-1,2.401007080E-1,9.705367584E0,9.709530540E0
3.343844000E0,1.567240906E-1,2.415975952E-1,9.698781281E0,9.703055713E0
3.353800000E0,1.601669312E-1,2.362088013E-1,9.690099335E0,9.694301066E0
3.363756000E0,1.558259583E-1,2.426454163E-1,9.700577545E0,9.704862865E0
3.373712000E0,1.573228455E-1,2.523751831E-1,9.694589996E0,9.699150422E0
3.383668000E0,1.582209778E-1,2.493814087E-1,9.701625366E0,9.706119704E0
3.393624000E0,1.450483704E-1,2.409988403E-1,9.719588013E0,9.723657265E0
3.403580000E0,1.565744019E-1,2.598596191E-1,9.715396729E0,9.720132517E0
3.413536000E0,1.613644409E-1,2.574645996E-1,9.705816650E0,9.710571732E0
3.423492000E0,1.580712891E-1,2.441423035E-1,9.708211670E0,9.712567417E0
3.433448000E0,1.579216003E-1,2.414479065E-1,9.700727234E0,9.705016496E0
3.443404000E0,1.534309387E-1,2.469863892E-1,9.698332214E0,9.702689888E0
3.453360000E0,1.523831177E-1,2.415975952E-1,9.708960114E0,9.713160994E0
3.463316000E0,1.621128845E-1,2.550695801E-1,9.696535950E0,9.701244791E0
3.473272000E0,1.615141296E-1,2.492317200E-1,9.693542175E0,9.698090697E0
3.483228000E0,1.621128845E-1,2.543211365E-1,9.695338440E0,9.700028211E0
3.493184000E0,1.504371643E-1,2.392025757E-1,9.695787506E0,9.699904359E0
3.503140000E0,1.606159973E-1,2.522254944E-1,9.691895599E0,9.696507387E0
3.513096000E0,1.639091492E-1,2.423460388E-1,9.698332214E0,9.702744228E0
3.523052000E0,1.508862305E-1,2.329156494E-1,9.696685638E0,9.700656098E0
3.533008000E0,1.592687988E-1,2.550695801E-1,9.690099335E0,9.694764162E0
3.542964000E0,1.535806274E-1,2.484832764E-1,9.701924744E0,9.706321377E0
3.552920000E0,1.562750244E-1,2.486329651E-1,9.701775055E0,9.706218597E0
3.562876000E0,1.627116394E-1,2.550695801E-1,9.703271942E0,9.707987534E0
3.572833000E0,1.576222229E-1,2.408491516E-1,9.690847778E0,9.695121647E0
3.582788000E0,1.559756470E-1,2.501298523E-1,9.697134705E0,9.701614032E0
3.592745000E0,1.561253357E-1,2.466870117E-1,9.707463226E0,9.711852135E0
3.602701000E0,1.710942078E-1,2.390528870E-1,9.703421631E0,9.707873653E0
3.612657000E0,1.685494995E-1,2.555186462E-1,9.692494354E0,9.697326720E0
3.622613000E0,1.534309387E-1,2.529739380E-1,9.701775055E0,9.706285391E0
3.632569000E0,1.613644409E-1,2.457888794E-1,9.704170074E0,9.708623357E0
3.642525000E0,1.561253357E-1,2.481838989E-1,9.704319763E0,9.708748242E0
3.652481000E0,1.637594604E-1,2.520758057E-1,9.702373810E0,9.707029253E0
3.662437000E0,1.505868530E-1,2.393522644E-1,9.695637817E0,9.699760749E0
3.672393000E0,1.565744019E-1,2.432441711E-1,9.689949646E0,9.694266729E0
3.682349000E0,1.568737793E-1,2.493814087E-1,9.706265717E0,9.710736050E0
3.692305000E0,1.648072815E-1,2.374063110E-1,9.711953888E0,9.716252957E0
3.702261000E0,1.722917175E-1,2.409988403E-1,9.701924744E0,9.706446755E0
3.712217000E0,1.558259583E-1,2.510279846E-1,9.701924744E0,9.706422642E0
3.722173000E0,1.640588379E-1,2.535726929E-1,9.706565094E0,9.711262551E0
3.732129000E0,1.440005493E-1,2.474354553E-1,9.698332214E0,9.702556787E0
3.742085000E0,1.442999268E-1,2.484832764E-1,9.683513031E0,9.687775340E0
3.752041000E0,1.645079041E-1,2.520758057E-1,9.706116028E0,9.710782327E0
3.761997000E0,1.618135071E-1,2.430944824E-1,9.708511047E0,9.712902002E0
3.771953000E0,1.606159973E-1,2.469863892E-1,9.704170074E0,9.708641337E0
3.781909000E0,1.627116394E-1,2.381547546E-1,9.684860229E0,9.689154268E0
3.791865000E0,1.586700439E-1,2.516267395E-1,9.705068207E0,9.709626208E0
3.801821000E0,1.549278259E-1,2.519261169E-1,9.703721008E0,9.708226965E0
3.811777000E0,1.514849854E-1,2.462379456E-1,9.704020386E0,9.708325936E0
3.821733000E0,1.589694214E-1,2.439926147E-1,9.707912292E0,9.712279071E0
3.831689000E0,1.624122620E-1,2.567161560E-1,9.698631592E0,9.703387846E0
3.841645000E0,1.553768921E-1,2.354603577E-1,9.693242798E0,9.697347034E0
3.851601000E0,1.474433899E-1,2.540217590E-1,9.694290619E0,9.698738950E0
3.861557000E0,1.570234680E-1,2.522254944E-1,9.698631592E0,9.703181376E0
3.871513000E0,1.633103943E-1,2.430944824E-1,9.703122253E0,9.707540712E0
3.881469000E0,1.586700439E-1,2.417472839E-1,9.716743927E0,9.721045750E0
3.891425000E0,1.676513672E-1,2.415975952E-1,9.701475677E0,9.705931521E0
3.901381000E0,1.600172424E-1,2.526745605E-1,9.704469452E0,9.709077057E0
3.911337000E0,1.657054138E-1,2.414479065E-1,9.716294861E0,9.720706826E0
3.921293000E0,1.517843628E-1,2.460882568E-1,9.708061981E0,9.712366620E0
3.931249000E0,1.555265808E-1,2.436932373E-1,9.700577545E0,9.704884318E0
3.941205000E0,1.481918335E-1,2.549198914E-1,9.701176300E0,9.705656422E0
3.951161000E0,1.552272034E-1,2.480342102E-1,9.698631592E0,9.703044430E0
3.961117000E0,1.697470093E-1,2.456391907E-1,9.705217896E0,9.709809836E0
3.971073000E0,1.622625732E-1,2.468367004E-1,9.696236572E0,9.700735084E0
3.981029000E0,1.544787598E-1,2.502795410E-1,9.700278168E0,9.704735961E0
3.990985000E0,1.649569702E-1,2.513273621E-1,9.700876923E0,9.705533953E0
4.000941000E0,1.675016785E-1,2.553689575E-1,9.691296844E0,9.696107706E0
4.010897000E0,1.600172424E-1,2.502795410E-1,9.686057739E0,9.690611946E0
4.020853000E0,1.499880981E-1,2.550695801E-1,9.705517273E0,9.710026903E0
4.030809000E0,1.508862305E-1,2.505789185E-1,9.702224121E0,9.706632235E0
4.040765000E0,1.603166199E-1,2.490820312E-1,9.696985016E0,9.701508217E0
4.050721000E0,1.637594604E-1,2.487826538E-1,9.708511047E0,9.713078643E0
4.060677000E0,1.615141296E-1,2.469863892E-1,9.700128479E0,9.704616510E0
4.070633000E0,1.669029236E-1,2.469863892E-1,9.707014160E0,9.711590126E0
4.080589417E0,1.613644409E-1,2.441423035E-1,9.695338440E0,9.699754193E0
4.090545417E0,1.567240906E-1,2.389031982E-1,9.692045288E0,9.696255929E0
4.100501417E0,1.594184875E-1,2.505789185E-1,9.698631592E0,9.703177768E0
4.110457417E0,1.568737793E-1,2.468367004E-1,9.705217896E0,9.709623687E0
4.120413417E0,1.543290710E-1,2.568658447E-1,9.705068207E0,9.709693426E0
4.130369417E0,1.598675537E-1,2.555186462E-1,9.692494354E0,9.697179704E0
4.140325417E0,1.624122620E-1,2.514770508E-1,9.705217896E0,9.709833822E0
4.150281417E0,1.546284485E-1,2.483335876E-1,9.706565094E0,9.710972426E0
4.160237417E0,1.504371643E-1,2.451901245E-1,9.703870697E0,9.708133499E0
4.170193417E0,1.654060364E-1,2.550695801E-1,9.693991241E0,9.698756922E0
4.180149417E0,1.600172424E-1,2.561174011E-1,9.695937195E0,9.700639140E0
4.190105417E0,1.657054138E-1,2.589614868E-1,9.698182526E0,9.703054346E0
4.200061417E0,1.508862305E-1,2.559677124E-1,9.701176300E0,9.705725513E0
4.210017417E0,1.694476318E-1,2.317181396E-1,9.710756378E0,9.714998468E0
4.219973417E0,1.594184875E-1,2.472857666E-1,9.699380035E0,9.703841382E0
4.229929417E0,1.588197327E-1,2.523751831E-1,9.699679413E0,9.704261829E0
4.239885417E0,1.570234680E-1,2.386038208E-1,9.690997467E0,9.695206035E0
4.249841417E0,1.472937012E-1,2.484832764E-1,9.697883148E0,9.702184132E0
4.259797417E0,1.604663086E-1,2.534230042E-1,9.711953888E0,9.716584841E0
4.269753417E0,1.586700439E-1,2.561174011E-1,9.697284393E0,9.701963560E0
4.279709417E0,1.681004333E-1,2.532733154E-1,9.697134705E0,9.701898093E0
4.289665417E0,1.579216003E-1,2.406994629E-1,9.702523499E0,9.706793379E0
4.299621417E0,1.661544800E-1,2.396516418E-1,9.712103577E0,9.716480644E0
4.309577417E0,1.654060364E-1,2.495310974E-1,9.708511047E0,9.713125742E0
4.319533417E0,1.558259583E-1,2.571652222E-1,9.705517273E0,9.710174108E0
4.329489417E0,1.489402771E-1,2.351609802E-1,9.700128479E0,9.704121619E0
4.339445417E0,1.613644409E-1,2.417472839E-1,9.715097351E0,9.719444263E0
4.349401417E0,1.516346741E-1,2.514770508E-1,9.691147156E0,9.695595236E0
4.359357417E0,1.556762695E-1,2.597099304E-1,9.709409180E0,9.714129450E0
4.369313417E0,1.495390320E-1,2.435435486E-1,9.705966339E0,9.710172911E0
4.379269417E0,1.555265808E-1,2.583627319E-1,9.699679413E0,9.704366055E0
4.389225417E0,1.546284485E-1,2.637515259E-1,9.705666962E0,9.710481244E0
4.399181417E0,1.577719116E-1,2.375559998E-1,9.704619141E0,9.708808243E0
4.409137417E0,1.558259583E-1,2.531236267E-1,9.701475677E0,9.706028210E0
4.419093417E0,1.529818726E-1,2.511776733E-1,9.705367584E0,9.709822533E0
4.429049417E0,1.505868530E-1,2.505789185E-1,9.702373810E0,9.706777207E0
4.439005417E0,1.508862305E-1,2.486329651E-1,9.705217896E0,9.709574625E0
4.448961417E0,1.646575928E-1,2.570155334E-1,9.699829102E0,9.704630529E0
4.458917417E0,1.561253357E-1,2.555186462E-1,9.698781281E0,9.703402662E0
4.468873417E0,1.582209778E-1,2.531236267E-1,9.698182526E0,9.702775363E0
4.478829417E0,1.544787598E-1,2.420466614E-1,9.693542175E0,9.697794088E0
4.488785417E0,1.504371643E-1,2.454895020E-1,9.689350891E0,9.693627656E0
4.498741417E0,1.517843628E-1,2.297721863E-1,9.698332214E0,9.702241055E0
4.508697417E0,1.523831177E-1,2.414479065E-1,9.701625366E0,9.705825697E0
4.518653417E0,1.615141296E-1,2.483335876E-1,9.700577545E0,9.705099747E0
4.528609417E0,1.541793823E-1,2.375559998E-1,9.708361359E0,9.712491153E0
4.538565417E0,1.622625732E-1,2.502795410E-1,9.694889374E0,9.699476736E0
4.548521417E0,1.510359192E-1,2.522254944E-1,9.690548401E0,9.695006852E0
4.558477417E0,1.613644409E-1,2.519261169E-1,9.707912292E0,9.712521111E0
4.568433417E0,1.683998108E-1,2.498304749E-1,9.705517273E0,9.710192547E0
4.578389417E0,1.484912109E-1,2.442919922E-1,9.696535950E0,9.700749334E0
4.588345417E0,1.556762695E-1,2.652484131E-1,9.701026611E0,9.705900738E0
4.598301417E0,1.544787598E-1,2.360591125E-1,9.710157623E0,9.714254921E0
4.608257417E0,1.504371643E-1,2.465373230E-1,9.703421631E0,9.707718750E0
4.618213417E0,1.627116394E-1,2.471360779E-1,9.691895599E0,9.696411276E0
4.628169417E0,1.567240906E-1,2.484832764E-1,9.694589996E0,9.699040240E0
4.638125417E0,1.565744019E-1,2.424957275E-1,9.690548401E0,9.694846468E0
4.648081417E0,1.538800049E-1,2.412982178E-1,9.701775055E0,9.705995214E0
4.658037417E0,1.737886047E-1,2.383044434E-1,9.696835327E0,9.701319851E0
4.667993417E0,1.574725342E-1,2.412982178E-1,9.698332214E0,9.702611513E0
4.677949417E0,1.664538574E-1,2.559677124E-1,9.705816650E0,9.710618065E0
4.687906417E0,1.589694214E-1,2.498304749E-1,9.697134705E0,9.701654912E0
4.697861417E0,1.585203552E-1,2.432441711E-1,9.701026611E0,9.705370356E0
4.707818417E0,1.546284485E-1,2.442919922E-1,9.700128479E0,9.704436153E0
4.717774417E0,1.683998108E-1,2.505789185E-1,9.704170074E0,9.708865285E0
4.727730417E0,1.528321838E-1,2.468367004E-1,9.693392487E0,9.697739114E0
4.737686417E0,1.609153748E-1,2.392025757E-1,9.696236572E0,9.700521393E0
4.747642417E0,1.562750244E-1,2.510279846E-1,9.693242798E0,9.697751949E0
4.757598417E0,1.646575928E-1,2.549198914E-1,9.718989258E0,9.723726059E0
4.767554417E0,1.643582153E-1,2.351609802E-1,9.705666962E0,9.709906564E0
4.777510417E0,1.585203552E-1,2.430944824E-1,9.693542175E0,9.697885519E0
4.787466417E0,1.544787598E-1,2.471360779E-1,9.698631592E0,9.703009568E0
4.797422417E0,1.666035461E-1,2.430944824E-1,9.708810425E0,9.713282222E0
4.807378417E0,1.520837402E-1,2.513273621E-1,9.697134705E0,9.701583190E0
4.817334417E0,1.562750244E-1,2.547702026E-1,9.695787506E0,9.700393039E0
4.827290417E0,1.576222229E-1,2.421963501E-1,9.704469452E0,9.708770838E0
4.837246417E0,1.472937012E-1,2.432441711E-1,9.707014160E0,9.711178459E0
4.847202417E0,1.429527283E-1,2.492317200E-1,9.701325989E0,9.705579729E0
4.857158417E0,1.550775146E-1,2.412982178E-1,9.699679413E0,9.703919547E0
4.867114417E0,1.562750244E-1,2.430944824E-1,9.700577545E0,9.704881324E0
4.877070417E0,1.564247131E-1,2.335144043E-1,9.683063965E0,9.687142273E0
4.887026417E0,1.574725342E-1,2.387535095E-1,9.700577545E0,9.704792916E0
4.896982417E0,1.576222229E-1,2.492317200E-1,9.702224121E0,9.706704596E0
4.906938417E0,1.514849854E-1,2.468367004E-1,9.701924744E0,9.706246431E0
4.916894417E0,1.511856079E-1,2.496807861E-1,9.715995483E0,9.720378893E0
4.926850417E0,1.678010559E-1,2.465373230E-1,9.694440308E0,9.699026277E0
4.936806417E0,1.529818726E-1,2.472857666E-1,9.700427856E0,9.704785124E0
4.946762417E0,1.598675537E-1,2.550695801E-1,9.708511047E0,9.713176869E0
4.956718417E0,1.654060364E-1,2.573149109E-1,9.710157623E0,9.714974585E0
4.966674417E0,1.657054138E-1,2.463876343E-1,9.710007935E0,9.714546785E0
4.976630417E0,1.579216003E-1,2.447410583E-1,9.704619141E0,9.708989138E0
4.986586417E0,1.733395386E-1,2.552192688E-1,9.708660736E0,9.713561487E0
4.996542417E0,1.540296936E-1,2.529739380E-1,9.699679413E0,9.704200208E0
5.006498417E0,1.556762695E-1,2.442919922E-1,9.701775055E0,9.706098747E0
5.016454417E0,1.546284485E-1,2.435435486E-1,9.690698090E0,9.694991123E0
5.026410417E0,1.504371643E-1,2.493814087E-1,9.699679413E0,9.704050862E0
5.036366417E0,1.514849854E-1,2.501298523E-1,9.694889374E0,9.699298563E0
5.046322417E0,1.577719116E-1,2.380050659E-1,9.692644043E0,9.696849330E0
5.056278417E0,1.552272034E-1,2.516267395E-1,9.702523499E0,9.707027029E0
5.066234417E0,1.535806274E-1,2.496807861E-1,9.709558868E0,9.713982753E0
5.076190625E0,1.496887207E-1,2.484832764E-1,9.704918518E0,9.709253014E0
5.086146625E0,1.507365417E-1,2.505789185E-1,9.699230347E0,9.703637494E0
5.096102625E0,1.710942078E-1,2.457888794E-1,9.702673187E0,9.707293772E0
5.106058625E0,1.627116394E-1,2.433938599E-1,9.705816650E0,9.710231331E0
5.116014625E0,1.562750244E-1,2.402503967E-1,9.691147156E0,9.695384228E0
5.125970625E0,1.577719116E-1,2.502795410E-1,9.705816650E0,9.710324849E0
5.135926625E0,1.477427673E-1,2.549198914E-1,9.703122253E0,9.707594632E0
5.145882625E0,1.480421448E-1,2.519261169E-1,9.698182526E0,9.702583550E0
5.155838625E0,1.625619507E-1,2.392025757E-1,9.688602448E0,9.692918118E0
5.165794625E0,1.577719116E-1,2.444416809E-1,9.698032837E0,9.702395818E0
5.175750625E0,1.628613281E-1,2.390528870E-1,9.711953888E0,9.716260516E0
5.185706625E0,1.562750244E-1,2.538720703E-1,9.697284393E0,9.701865672E0
5.195662625E0,1.537303162E-1,2.577639771E-1,9.704319763E0,9.708959643E0
5.205618625E0,1.483415222E-1,2.504292297E-1,9.697583771E0,9.701950886E0
5.215574625E0,1.522334290E-1,2.472857666E-1,9.709708557E0,9.714049904E0
5.225530625E0,1.613644409E-1,2.573149109E-1,9.713750153E0,9.718497388E0
5.235486625E0,1.471440125E-1,2.430944824E-1,9.697134705E0,9.701297221E0
5.245442625E0,1.499880981E-1,2.520758057E-1,9.708960114E0,9.713389992E0
5.255398625E0,1.531315613E-1,2.493814087E-1,9.691147156E0,9.695564633E0
5.265354625E0,1.585203552E-1,2.529739380E-1,9.701325989E0,9.705918321E0
5.275310625E0,1.537303162E-1,2.435435486E-1,9.701775055E0,9.706048923E0
5.285266625E0,1.682501221E-1,2.588117981E-1,9.703271942E0,9.708180985E0
5.295222625E0,1.573228455E-1,2.567161560E-1,9.693991241E0,9.698665880E0
5.305178625E0,1.604663086E-1,2.447410583E-1,9.690997467E0,9.695415387E0
5.315134625E0,1.652563477E-1,2.432441711E-1,9.686357117E0,9.690819964E0
5.325090625E0,1.588197327E-1,2.505789185E-1,9.699080658E0,9.703616806E0
5.335046625E0,1.591191101E-1,2.528242493E-1,9.706714783E0,9.711310461E0
5.345002625E0,1.564247131E-1,2.420466614E-1,9.705217896E0,9.709495851E0
5.354958625E0,1.640588379E-1,2.540217590E-1,9.706265717E0,9.710975055E0
5.364914625E0,1.631607056E-1,2.414479065E-1,9.694589996E0,9.698968693E0
5.374870625E0,1.504371643E-1,2.496807861E-1,9.713450775E0,9.717823717E0
5.384826625E0,1.466949463E-1,2.427951050E-1,9.718689880E0,9.722828902E0
5.394782625E0,1.445993042E-1,2.567161560E-1,9.700427856E0,9.704901480E0
5.404738625E0,1.621128845E-1,2.529739380E-1,9.700128479E0,9.704780724E0
5.414694625E0,1.528321838E-1,2.511776733E-1,9.707463226E0,9.711914857E0
5.424650625E0,1.504371643E-1,2.573149109E-1,9.701475677E0,9.706053401E0
5.434606625E0,1.546284485E-1,2.445913696E-1,9.714947662E0,9.719256298E0
5.444562625E0,1.624122620E-1,2.525248718E-1,9.709858246E0,9.714499149E0
5.454518625E0,1.595681763E-1,2.466870117E-1,9.704619141E0,9.709065308E0
5.464474625E0,1.658551025E-1,2.480342102E-1,9.711504822E0,9.716087422E0
5.474430625E0,1.618135071E-1,2.471360779E-1,9.697883148E0,9.702381017E0
5.484386625E0,1.660047913E-1,2.439926147E-1,9.693392487E0,9.697883681E0
5.494342625E0,1.507365417E-1,2.544708252E-1,9.697733459E0,9.702242584E0
5.504298625E0,1.586700439E-1,2.591111755E-1,9.686357117E0,9.691121141E0
5.514254625E0,1.529818726E-1,2.570155334E-1,9.695637817E0,9.700250158E0
5.524210625E0,1.517843628E-1,2.647993469E-1,9.704020386E0,9.708819127E0
5.534166625E0,1.489402771E-1,2.547702026E-1,9.703870697E0,9.708357099E0
5.544122625E0,1.649569702E-1,2.529739380E-1,9.702822876E0,9.707521742E0
5.554078625E0,1.555265808E-1,2.484832764E-1,9.699529724E0,9.703958436E0
5.564034625E0,1.538800049E-1,2.547702026E-1,9.706415405E0,9.710977651E0
5.573990625E0,1.595681763E-1,2.658471680E-1,9.713600464E0,9.718547767E0
5.583946625E0,1.574725342E-1,2.522254944E-1,9.705517273E0,9.710071103E0
5.593902625E0,1.564247131E-1,2.326162720E-1,9.698182526E0,9.702232904E0
5.603858625E0,1.695973206E-1,2.486329651E-1,9.691296844E0,9.695969066E0
5.613814625E0,1.495390320E-1,2.445913696E-1,9.700427856E0,9.704663181E0
5.623770625E0,1.463955688E-1,2.528242493E-1,9.706116028E0,9.710511836E0
5.633726625E0,1.627116394E-1,2.543211365E-1,9.695338440E0,9.700038236E0
5.643682625E0,1.686991882E-1,2.525248718E-1,9.703122253E0,9.707873593E0
5.653638625E0,1.564247131E-1,2.471360779E-1,9.696086884E0,9.700497193E0
5.663594625E0,1.466949463E-1,2.463876343E-1,9.702373810E0,9.706610316E0
5.673550625E0,1.466949463E-1,2.505789185E-1,9.698930969E0,9.703276310E0
5.683506625E0,1.519340515E-1,2.412982178E-1,9.699679413E0,9.703869821E0
5.693462625E0,1.552272034E-1,2.386038208E-1,9.698781281E0,9.702957569E0
5.703418625E0,1.511856079E-1,2.465373230E-1,9.688901825E0,9.693217026E0
5.713374625E0,1.618135071E-1,2.487826538E-1,9.700577545E0,9.705116235E0
5.723330625E0,1.633103943E-1,2.477348328E-1,9.693841553E0,9.698381663E0
5.733286625E0,1.588197327E-1,2.538720703E-1,9.698781281E0,9.703403169E0
5.743242625E0,1.658551025E-1,2.564167786E-1,9.703271942E0,9.708076218E0
5.753198625E0,1.526824951E-1,2.490820312E-1,9.702074432E0,9.706472176E0
5.763154625E0,1.675016785E-1,2.556683350E-1,9.699080658E0,9.703895544E0
5.773110625E0,1.567240906E-1,2.441423035E-1,9.694140930E0,9.698481133E0
5.783066625E0,1.586700439E-1,2.471360779E-1,9.694739685E0,9.699187079E0
5.793022625E0,1.550775146E-1,2.471360779E-1,9.712253265E0,9.716634642E0
5.802978625E0,1.583706665E-1,2.380050659E-1,9.709558868E0,9.713766576E0
5.812934625E0,1.552272034E-1,2.612068176E-1,9.697434082E0,9.702193168E0
5.822890625E0,1.598675537E-1,2.631527710E-1,9.692644043E0,9.697533478E0
5.832846625E0,1.676513672E-1,2.507286072E-1,9.697733459E0,9.702422691E0
5.842802625E0,1.483415222E-1,2.592608643E-1,9.701625366E0,9.706222548E0
5.852758625E0,1.613644409E-1,2.472857666E-1,9.700128479E0,9.704621643E0
5.862714625E0,1.564247131E-1,2.389031982E-1,9.699679413E0,9.703881911E0
5.872670625E0,1.505868530E-1,2.498304749E-1,9.710007935E0,9.714388594E0
5.882626625E0,1.510359192E-1,2.450404358E-1,9.698182526E0,9.702453348E0
5.892582625E0,1.573228455E-1,2.433938599E-1,9.693093109E0,9.697424662E0
5.902538625E0,1.495390320E-1,2.450404358E-1,9.705666962E0,9.709911323E0
5.912494625E0,1.489402771E-1,2.553689575E-1,9.707163849E0,9.711664456E0
5.922450625E0,1.559756470E-1,2.549198914E-1,9.699829102E0,9.704431831E0
5.932406625E0,1.544787598E-1,2.499801636E-1,9.705966339E0,9.710413809E0
5.942362625E0,1.550775146E-1,2.412982178E-1,9.701026611E0,9.705266157E0
5.952318625E0,1.630110168E-1,2.490820312E-1,9.707912292E0,9.712475252E0
5.962274625E0,1.600172424E-1,2.387535095E-1,9.702373810E0,9.706630018E0
5.972230625E0,1.570234680E-1,2.460882568E-1,9.706714783E0,9.711103319E0
5.982186625E0,1.556762695E-1,2.450404358E-1,9.693691864E0,9.698038042E0
5.992142625E0,1.637594604E-1,2.454895020E-1,9.702822876E0,9.707309309E0
6.002098625E0,1.606159973E-1,2.326162720E-1,9.693991241E0,9.698111879E0
6.012054625E0,1.606159973E-1,2.451901245E-1,9.708061981E0,9.712485940E0
6.022010625E0,1.538800049E-1,2.496807861E-1,9.708061981E0,9.712491286E0
6.031966625E0,1.634600830E-1,2.495310974E-1,9.698332214E0,9.702918773E0
6.041922625E0,1.564247131E-1,2.522254944E-1,9.699529724E0,9.704069418E0
6.051878625E0,1.585203552E-1,2.549198914E-1,9.712702332E0,9.717340142E0
6.061834625E0,1.481918335E-1,2.513273621E-1,9.715995483E0,9.720375224E0
6.071790625E0,1.487905884E-1,2.484832764E-1,9.708810425E0,9.713129385E0
6.081745917E0,1.463955688E-1,2.498304749E-1,9.703271942E0,9.707591530E0
6.091701917E0,1.507365417E-1,2.511776733E-1,9.696685638E0,9.701109426E0
6.101657917E0,1.528321838E-1,2.493814087E-1,9.699978790E0,9.704387528E0
6.111613917E0,1.633103943E-1,2.543211365E-1,9.710457001E0,9.715159530E0
6.121569917E0,1.534309387E-1,2.540217590E-1,9.712253265E0,9.716786073E0
6.131525917E0,1.661544800E-1,2.426454163E-1,9.694440308E0,9.698899782E0
6.141481917E0,1.546284485E-1,2.544708252E-1,9.705367584E0,9.709934361E0
6.151437917E0,1.486408997E-1,2.600093079E-1,9.705666962E0,9.710286820E0
6.161393917E0,1.701960754E-1,2.415975952E-1,9.711504822E0,9.716000309E0
6.171349917E0,1.652563477E-1,2.445913696E-1,9.706116028E0,9.710603634E0
6.181305917E0,1.597178650E-1,2.454895020E-1,9.698332214E0,9.702753353E0
6.191261917E0,1.570234680E-1,2.427951050E-1,9.695787506E0,9.700097999E0
6.201217917E0,1.652563477E-1,2.472857666E-1,9.708660736E0,9.713215389E0
6.211173917E0,1.535806274E-1,2.552192688E-1,9.702822876E0,9.707393865E0
6.221129917E0,1.540296936E-1,2.537223816E-1,9.691745911E0,9.696289960E0
6.231085917E0,1.627116394E-1,2.508782959E-1,9.700577545E0,9.705185197E0
6.241041917E0,1.460961914E-1,2.528242493E-1,9.698332214E0,9.702727036E0
6.250997917E0,1.589694214E-1,2.538720703E-1,9.702822876E0,9.707445290E0
6.260953917E0,1.700463867E-1,2.438429260E-1,9.716294861E0,9.720841577E0
6.270909917E0,1.510359192E-1,2.378553772E-1,9.707762604E0,9.711850586E0
6.280865917E0,1.517843628E-1,2.549198914E-1,9.700876923E0,9.705412702E0
6.290821917E0,1.577719116E-1,2.640509033E-1,9.697434082E0,9.702311200E0
6.300777917E0,1.559756470E-1,2.534230042E-1,9.699829102E0,9.704392625E0
6.310733917E0,1.619631958E-1,2.508782959E-1,9.699829102E0,9.704424589E0
6.320689917E0,1.550775146E-1,2.573149109E-1,9.700727234E0,9.705378347E0
6.330646917E0,1.519340515E-1,2.561174011E-1,9.705367584E0,9.709935119E0
6.340601917E0,1.552272034E-1,2.445913696E-1,9.696535950E0,9.700862325E0
6.350558917E0,1.654060364E-1,2.498304749E-1,9.698481903E0,9.703109071E0
6.360514917E0,1.562750244E-1,2.404000854E-1,9.704319763E0,9.708554792E0
6.370470917E0,1.595681763E-1,2.529739380E-1,9.705517273E0,9.710124786E0
6.380426917E0,1.609153748E-1,2.541714478E-1,9.700427856E0,9.705091317E0
6.390382917E0,1.571731567E-1,2.607577515E-1,9.699978790E0,9.704755872E0
6.400338917E0,1.574725342E-1,2.537223816E-1,9.693691864E0,9.698290293E0
6.410294917E0,1.490899658E-1,2.465373230E-1,9.691596222E0,9.695877773E0
6.420250917E0,1.603166199E-1,2.495310974E-1,9.692943420E0,9.697480051E0
6.430206917E0,1.552272034E-1,2.490820312E-1,9.708511047E0,9.712946211E0
6.440162917E0,1.526824951E-1,2.496807861E-1,9.700278168E0,9.704692111E0
6.450118917E0,1.654060364E-1,2.528242493E-1,9.691895599E0,9.696603507E0
6.460074917E0,1.686991882E-1,2.456391907E-1,9.689201202E0,9.693782439E0
6.470030917E0,1.631607056E-1,2.501298523E-1,9.699829102E0,9.704425329E0
6.479986917E0,1.523831177E-1,2.442919922E-1,9.707912292E0,9.712181025E0
6.489942917E0,1.561253357E-1,2.454895020E-1,9.707762604E0,9.712121034E0
6.499898917E0,1.448986816E-1,2.550695801E-1,9.695488129E0,9.699925060E0
