"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.930637292E0,-1.723994890E-2,2.391017843E-2,-1.192861229E-1,1.228742918E-1
2.940593292E0,-2.214015316E-2,1.351728251E-2,-1.067111009E-1,1.098187706E-1
2.950550292E0,-1.594254311E-2,-1.180297025E-3,-1.052147985E-1,1.064223266E-1
2.960506292E0,-1.583371181E-3,-3.737521973E-3,-1.171893114E-1,1.172595874E-1
2.970462292E0,4.071288351E-3,-6.287931260E-3,-1.189849913E-1,1.192205587E-1
2.980418292E0,-1.577249877E-3,-2.132605629E-2,-1.323061180E-1,1.340231221E-1
2.990374292E0,6.523172054E-3,-9.102835692E-3,-1.224254930E-1,1.229366289E-1
3.000331292E0,1.366521707E-2,1.599962655E-3,-1.062602806E-1,1.071473064E-1
3.010287292E0,-5.237515513E-3,-1.807977352E-3,-1.152416039E-1,1.153747269E-1
3.020243292E0,-2.396919876E-3,-6.401422061E-3,-1.055130064E-1,1.057341854E-1
3.030199292E0,-2.548216581E-3,-1.732720032E-2,-1.020701659E-1,1.035617885E-1
3.040155292E0,2.140835585E-2,2.101818211E-3,-1.113543749E-1,1.134131039E-1
3.050111292E0,6.023801565E-3,-7.423734628E-3,-1.011778808E-1,1.016285471E-1
3.060068292E0,-6.141951866E-3,-1.720524933E-3,-1.260256237E-1,1.261869312E-1
3.070024292E0,-6.812097598E-3,-9.389568530E-3,-1.350046080E-1,1.355020770E-1
3.079980292E0,-9.325486701E-3,-8.525861688E-3,-1.097072142E-1,1.104324584E-1
3.089936292E0,-2.252822556E-2,-1.460703906E-2,-1.065602428E-1,1.098907270E-1
3.099892292E0,-2.593733501E-2,-1.759664733E-3,-1.103001219E-1,1.133223661E-1
3.109849292E0,-3.943166720E-2,1.399256978E-3,-1.150901610E-1,1.216657694E-1
3.119805292E0,-2.259373264E-2,-3.257465567E-3,-1.047593004E-1,1.072175305E-1
3.129761292E0,-3.382416911E-2,2.709654551E-3,-1.194282103E-1,1.241552015E-1
3.139717292E0,-1.690388018E-2,-8.980592340E-4,-1.180810118E-1,1.192881931E-1
3.149673292E0,-2.777409162E-2,-1.052062104E-2,-9.996867657E-2,1.042871992E-1
3.159629292E0,-1.541252956E-2,2.653247193E-3,-1.141879356E-1,1.152539389E-1
3.169586292E0,-9.565222543E-3,1.429154523E-2,-1.152345872E-1,1.165107370E-1
3.179542292E0,-4.744814504E-3,2.094507365E-2,-1.084968406E-1,1.106018707E-1
3.189498292E0,-1.232737413E-2,5.255952515E-3,-9.143408060E-2,9.241093163E-2
3.199454292E0,-7.152679637E-3,-1.268747125E-2,-1.084980100E-1,1.094712334E-1
3.209410292E0,-6.208573580E-3,-1.597753504E-2,-8.918933451E-2,9.082161308E-2
3.219367292E0,-5.481106862E-3,-5.127277225E-3,-9.816831887E-2,9.845481366E-2
3.229323292E0,-1.959906287E-2,-1.141573839E-2,-1.179289842E-1,1.200903312E-1
3.239279292E0,1.122025866E-3,-1.895977948E-2,-1.227225316E-1,1.241835413E-1
3.249235292E0,-1.554281283E-3,-2.733269993E-2,-1.338000816E-1,1.365721572E-1
3.259191292E0,-9.468981028E-3,-6.374543142E-3,-1.070063853E-1,1.076134885E-1
3.269147292E0,-1.536748772E-2,-3.862195574E-3,-1.266132689E-1,1.276009251E-1
3.279104292E0,-8.255884778E-3,-1.024963913E-2,-1.260145140E-1,1.266999308E-1
3.289060292E0,-1.961242011E-2,5.582263693E-4,-1.125436985E-1,1.142411604E-1
3.299016292E0,-2.229258277E-2,2.790894303E-3,-9.742513776E-2,9.998202741E-2
3.308972292E0,-1.202236874E-2,5.045178663E-3,-1.257157212E-1,1.263900065E-1
3.318928292E0,-3.794861231E-3,8.979495987E-3,-1.092482078E-1,1.096822831E-1
3.328885292E0,-2.370929003E-2,1.092135631E-2,-9.951785624E-2,1.028844506E-1
3.338841292E0,-2.030096630E-2,5.030140355E-3,-1.083518296E-1,1.103519394E-1
3.348797292E0,-1.539575536E-2,1.684202760E-2,-9.817182720E-2,1.007888428E-1
3.358753292E0,-1.550266804E-2,-9.490469545E-3,-9.637673199E-2,9.807586960E-2
3.368709292E0,-3.622870864E-2,-1.639416743E-2,-8.634583354E-2,9.506256374E-2
3.378666292E0,-4.095126718E-2,6.262532417E-3,-1.198720139E-1,1.268287243E-1
3.388622292E0,-2.012982560E-2,-3.989610057E-3,-1.037079710E-1,1.057188257E-1
3.398578292E0,-1.611021202E-2,-1.297842504E-2,-1.017614329E-1,1.038429953E-1
3.408534292E0,-2.130032854E-2,-1.525140222E-2,-1.017614329E-1,1.050794865E-1
3.418490292E0,-1.590583356E-2,-4.442422092E-3,-1.080495286E-1,1.093043059E-1
3.428446292E0,-1.601260006E-2,-3.991747946E-3,-1.064035374E-1,1.076756713E-1
3.438403292E0,-5.539085660E-3,-1.012277283E-2,-8.829120219E-2,8.904205963E-2
3.448359292E0,-1.941361478E-2,-2.603984401E-3,-1.315529966E-1,1.330032334E-1
3.458315292E0,-1.316683330E-3,-8.620440401E-4,-1.022122532E-1,1.022243683E-1
3.468271292E0,7.222480774E-3,1.095444789E-2,-1.041582066E-1,1.049814086E-1
3.478227292E0,-1.355708012E-2,1.922964675E-2,-1.161350584E-1,1.184944114E-1
3.488184292E0,-6.414194573E-3,6.779225282E-3,-1.186821055E-1,1.190484858E-1
3.498140292E0,1.257732432E-2,1.952750757E-3,-1.038617527E-1,1.046387405E-1
3.508096292E0,-8.578322176E-3,-1.050761098E-2,-1.058088756E-1,1.066748126E-1
3.518052292E0,-1.235774310E-2,3.144924939E-3,-1.131436229E-1,1.138599305E-1
3.528008292E0,-1.309505872E-2,-4.937754348E-3,-1.055071592E-1,1.064313047E-1
3.537964292E0,-1.459134294E-2,-9.106672928E-4,-1.171822947E-1,1.180907566E-1
3.547921292E0,-7.469927631E-3,-1.018564867E-2,-1.032670909E-1,1.040367210E-1
3.557877292E0,-1.947961522E-2,-2.907272168E-3,-1.186867833E-1,1.203098507E-1
3.567833292E0,-1.942200188E-2,-3.052867837E-3,-1.061141002E-1,1.079200464E-1
3.577789292E0,-1.028057456E-2,-4.546794891E-3,-9.249710441E-2,9.317766836E-2
3.587745292E0,-7.519263513E-3,-7.726455946E-3,-1.157000256E-1,1.162012623E-1
3.597701292E0,-1.504342407E-2,-1.629820000E-3,-1.044716173E-1,1.055617343E-1
3.607658292E0,-6.705568638E-3,2.147408221E-3,-1.194434130E-1,1.196507623E-1
3.617614292E0,-4.326866493E-3,-8.009844907E-3,-1.001335680E-1,1.005465606E-1
3.627570292E0,-9.115644749E-3,-1.871794229E-2,-1.185476196E-1,1.203619311E-1
3.637526292E0,-3.403390143E-3,-2.665964887E-3,-1.055229467E-1,1.056114706E-1
3.647482292E0,-1.071597286E-2,-1.422828566E-3,-1.159964794E-1,1.164990976E-1
3.657439292E0,-1.817917619E-2,2.093979288E-3,-1.135997057E-1,1.150641575E-1
3.667395292E0,-1.900352396E-2,-4.880177546E-3,-1.146463573E-1,1.163131003E-1
3.677351292E0,-9.613717888E-3,-6.507475935E-3,-9.908106923E-2,9.975885472E-2
3.687307292E0,-1.201156966E-2,-7.139633037E-3,-8.845492423E-2,8.955180504E-2
3.697263292E0,-4.987053685E-3,8.392947167E-3,-1.065660900E-1,1.070123535E-1
3.707219292E0,-1.579007696E-2,6.404839028E-3,-1.147978002E-1,1.160555187E-1
3.717176292E0,-1.965444697E-2,8.571415152E-3,-1.234779918E-1,1.253258988E-1
3.727132292E0,-8.662357628E-3,2.817627043E-4,-1.128471690E-1,1.131795008E-1
3.737088292E0,-2.531316301E-2,1.801728141E-3,-1.347011375E-1,1.370707806E-1
3.747044292E0,-1.259302044E-2,1.985937361E-2,-1.071572435E-1,1.097071270E-1
3.757000292E0,-1.336319011E-2,8.747800067E-3,-1.116467357E-1,1.127833873E-1
3.766957292E0,-1.163789604E-2,-9.600397199E-5,-1.375411302E-1,1.380326495E-1
3.776913292E0,3.514651693E-3,4.621712342E-3,-1.144849741E-1,1.146321173E-1
3.786869292E0,-1.244585333E-2,8.064918369E-3,-9.502660990E-2,9.617691387E-2
3.796825292E0,-2.868620245E-2,-1.278901180E-2,-9.008688211E-2,9.540494412E-2
3.806781292E0,-9.616623223E-3,-9.940303154E-3,-1.098469627E-1,1.107142461E-1
3.816737292E0,-3.826966099E-3,-1.383264843E-2,-9.188607037E-2,9.300020301E-2
3.826694167E0,-2.065170787E-2,-1.311550571E-2,-9.503011823E-2,9.812865483E-2
3.836650167E0,-2.080298631E-2,-1.249248488E-2,-1.128436607E-1,1.154232134E-1
3.846606167E0,-1.918274112E-2,-1.191253245E-2,-1.052089512E-1,1.076048763E-1
3.856562167E0,5.222678203E-3,-8.115259241E-3,-1.179336619E-1,1.183278599E-1
3.866518167E0,-1.292965561E-3,-2.471691146E-3,-1.022169310E-1,1.022549852E-1
3.876475167E0,-1.828998093E-2,5.646034889E-4,-1.373961192E-1,1.386092918E-1
3.886431167E0,4.113698937E-4,1.451662648E-3,-1.153912926E-1,1.154011566E-1
3.896387167E0,-1.638024375E-2,6.023143753E-3,-1.170378685E-1,1.183319623E-1
3.906343167E0,-3.124684436E-2,-6.731643565E-3,-1.058123839E-1,1.105347949E-1
3.916299167E0,-2.079951452E-2,1.054905312E-2,-1.324540526E-1,1.344915550E-1
3.926255167E0,-2.135037705E-3,5.283142067E-3,-9.952136457E-2,9.968436177E-2
3.936212167E0,-1.654732794E-2,-1.044692785E-2,-9.233513653E-2,9.438606784E-2
3.946168167E0,-3.831508655E-2,-1.094821695E-2,-1.156836534E-1,1.223544726E-1
3.956124167E0,-1.591922734E-2,5.996502377E-4,-1.056545091E-1,1.068487560E-1
3.966080167E0,-1.486345774E-2,7.907865811E-3,-1.019117063E-1,1.032930424E-1
3.976036167E0,-2.279407287E-2,-8.755547628E-3,-1.219682407E-1,1.243884284E-1
3.985993167E0,-1.976861386E-2,2.162409984E-3,-1.099937278E-1,1.117769845E-1
3.995949167E0,-4.544054009E-3,-1.568460781E-2,-9.651998878E-2,9.789159097E-2
4.005905167E0,-6.755525786E-3,-6.886466872E-3,-9.442434669E-2,9.491584589E-2
4.015861167E0,-1.923551224E-2,6.092305351E-3,-1.072952378E-1,1.091759551E-1
4.025817167E0,-6.585682444E-3,-1.348185204E-3,-1.183722031E-1,1.185629254E-1
4.035773167E0,3.688551541E-3,-8.527140766E-3,-1.041535288E-1,1.045670842E-1
4.045730167E0,-8.334091287E-3,-1.395854630E-2,-9.891500831E-2,1.002420918E-1
4.055686167E0,-9.876093417E-3,-1.495056298E-2,-1.137336069E-1,1.151363969E-1
4.065642167E0,2.818083856E-3,-5.960158277E-3,-1.129845786E-1,1.131767648E-1
4.075598167E0,-1.842695195E-3,-6.013861299E-3,-1.063965207E-1,1.065822766E-1
4.085554167E0,-1.459041104E-2,-1.136037257E-2,-1.230125535E-1,1.243946400E-1
4.095511167E0,-2.108509619E-2,-3.046088722E-3,-1.101434165E-1,1.121848124E-1
4.105467167E0,-4.030887745E-3,3.118046019E-3,-1.076022166E-1,1.077228262E-1
4.115423167E0,-1.618967934E-2,-1.106161639E-2,-1.004177427E-1,1.023141639E-1
4.125379167E0,-2.031880030E-2,-8.884259462E-3,-1.263127220E-1,1.282446390E-1
4.135335167E0,-9.934419394E-3,-7.963743266E-3,-1.243655992E-1,1.250156636E-1
4.145291167E0,-1.728965024E-2,1.436469024E-2,-1.317009312E-1,1.336054326E-1
4.155248167E0,-2.034957128E-2,2.794347815E-3,-1.451705772E-1,1.466165404E-1
4.165204167E0,-7.622064874E-3,1.025375046E-2,-1.539987034E-1,1.545277836E-1
4.175160167E0,-2.072666187E-2,7.743577324E-3,-1.589337534E-1,1.604664933E-1
4.185116167E0,-1.138929801E-2,1.494202970E-2,-1.128272885E-1,1.143808436E-1
4.195072167E0,-1.724418813E-2,1.464219544E-2,-1.340825021E-1,1.359774735E-1
4.205028167E0,-1.187695580E-2,4.995184969E-3,-8.933025241E-2,9.025468380E-2
4.214985167E0,-5.016929302E-3,-6.248955913E-3,-3.350513041E-2,3.445014940E-2
4.224941167E0,-3.901773915E-3,-2.246357728E-2,-2.123708725E-2,3.115846624E-2
4.234897167E0,1.366731841E-3,-4.352446234E-2,-3.232282341E-2,5.423109524E-2
4.244853167E0,2.798404321E-3,-4.310521698E-2,2.996113300E-3,4.329974009E-2
4.254809167E0,-8.074018098E-3,-3.181186812E-2,-4.057265997E-2,5.218549088E-2
4.264766167E0,-8.150762804E-3,-2.206963940E-2,-6.962045789E-2,7.348817642E-2
4.274722167E0,-2.428990027E-2,1.745211147E-3,-1.024057961E-1,1.052615413E-1
4.284678167E0,-1.524246695E-2,2.017762659E-2,-1.351893800E-1,1.375341336E-1
4.294634167E0,-2.414795911E-2,1.305337904E-2,-1.664778310E-1,1.687257623E-1
4.304590167E0,-3.043481229E-2,1.592845498E-2,-2.176719582E-1,2.203657752E-1
4.314546167E0,-2.224275352E-2,2.113795867E-2,-2.477576369E-1,2.496505558E-1
4.324503167E0,-3.311380550E-2,1.593236530E-2,-2.336822194E-1,2.365538925E-1
4.334459167E0,-3.403859748E-2,1.734859748E-2,-2.517922157E-1,2.546741444E-1
4.344415167E0,-3.951279731E-2,-2.074043937E-3,-2.067312330E-1,2.104836467E-1
4.354371167E0,-3.554979209E-2,-1.349511791E-2,-1.568848890E-1,1.614273035E-1
4.364327167E0,-2.991731543E-2,-2.353486028E-2,-1.234990418E-1,1.292321505E-1
4.374283167E0,-2.352100968E-2,-2.237667304E-2,-7.260546148E-2,7.953305243E-2
4.384240167E0,-5.885295644E-3,-2.963328693E-2,-6.291019320E-3,3.086009273E-2
4.394196167E0,6.602913458E-3,-1.580707043E-2,2.242407203E-3,1.727687275E-2
4.404152167E0,1.820811991E-2,-1.024359092E-2,-8.684284687E-3,2.262484444E-2
4.414108167E0,1.562231669E-2,-7.528929692E-3,-2.995528579E-3,1.759871452E-2
4.424064167E0,2.223354416E-2,1.502003521E-3,-2.948809326E-2,3.696125193E-2
4.434021167E0,1.628078626E-2,1.822792735E-2,-7.409240842E-2,7.801926892E-2
4.443977167E0,2.384750359E-3,2.413606368E-2,-1.005896509E-1,1.034722884E-1
4.453933167E0,1.375224922E-2,1.919794388E-2,-9.849400878E-2,1.012855131E-1
4.463889167E0,-5.119237304E-4,-2.811725009E-3,-1.701937366E-1,1.702177306E-1
4.473845167E0,-1.897372143E-2,-2.438340090E-2,-1.474398816E-1,1.506421954E-1
4.483801167E0,-1.884398634E-2,-9.130536877E-3,-1.552201867E-1,1.566262075E-1
4.493758167E0,-1.691983212E-2,-1.188804723E-2,-1.555172253E-1,1.568859896E-1
4.503714167E0,-2.223580996E-2,-1.036422629E-2,-1.648002648E-1,1.666162529E-1
4.513670167E0,-2.903191907E-2,-4.669513330E-3,-1.639009631E-1,1.665178140E-1
4.523626167E0,-1.298845667E-2,1.172586009E-3,-1.393525976E-1,1.399614998E-1
4.533582167E0,-1.141789455E-2,-4.677407071E-3,-1.357612377E-1,1.363207986E-1
4.543539167E0,-4.990032110E-3,7.263429556E-3,-1.115104955E-1,1.118581622E-1
4.553495167E0,-1.217090629E-2,1.089710863E-2,-1.118110424E-1,1.129981732E-1
4.563451167E0,8.676701579E-3,1.970398385E-2,-8.247205317E-2,8.523597647E-2
4.573407167E0,4.110442769E-2,1.970745564E-2,-7.153308213E-2,8.482298994E-2
4.583363167E0,6.889171209E-3,1.367347626E-2,-2.298967320E-1,2.304060156E-1
4.593319167E0,5.962186530E-2,7.950404305E-3,1.239644802E-1,1.377866760E-1
4.603276167E0,-3.981506182E-2,-3.454242647E-2,-2.947172105E-2,6.039040251E-2
4.613232167E0,-5.282919142E-2,-4.356106225E-2,-8.859467268E-2,1.119710036E-1
4.623188167E0,-8.343092345E-2,-3.749682354E-2,-8.724864364E-2,1.264082932E-1
4.633144167E0,-4.828654440E-2,-1.999977987E-2,-4.458911240E-2,6.870058595E-2
4.643100167E0,-5.187832452E-2,-1.129170433E-2,-1.212303221E-1,1.323467194E-1
4.653056167E0,-4.873995943E-2,1.749194562E-3,-1.574555773E-1,1.648359856E-1
4.663013167E0,-2.519499443E-2,-1.229614634E-3,-1.472802526E-1,1.494248055E-1
4.672969167E0,-2.252373051E-2,1.656463204E-2,-2.071551561E-1,2.090334045E-1
4.682925167E0,-1.441029852E-2,3.784467805E-2,-2.025159752E-1,2.065250507E-1
4.692881167E0,-4.216701295E-3,2.439281126E-2,-1.698820800E-1,1.716761804E-1
4.702837167E0,2.952655697E-2,2.255426394E-2,-1.156889158E-1,1.215090023E-1
4.712794167E0,3.246174959E-2,1.915091034E-3,-1.468212461E-1,1.503792242E-1
4.722750167E0,1.192358734E-2,-1.979138145E-2,-8.799299419E-2,9.097602839E-2
4.732706167E0,-1.850826479E-4,-1.895254355E-2,-4.457917213E-2,4.844105439E-2
4.742662167E0,-1.644586047E-2,-5.323122405E-3,-5.909488499E-2,6.157115714E-2
4.752618167E0,1.299377399E-2,8.472615480E-3,1.529807031E-2,2.178656308E-2
4.762574167E0,-2.892328877E-2,-2.282040361E-3,-4.308345437E-2,5.194177877E-2
4.772531167E0,-5.633492611E-2,-1.392603943E-2,-1.185271543E-1,1.319706209E-1
4.782487167E0,-6.733096233E-2,-1.453667147E-2,-1.586425620E-1,1.729515417E-1
4.792443167E0,-4.664539542E-2,-2.078500612E-2,-1.108930296E-1,1.220863358E-1
4.802399167E0,-4.176063146E-2,-2.091576448E-2,-1.674777049E-1,1.738683444E-1
4.812355167E0,-2.879580120E-2,-8.788511306E-3,-1.099989903E-1,1.140447893E-1
4.822311667E0,1.355980273E-2,2.059509952E-2,-8.604879498E-2,8.951213042E-2
4.832267667E0,3.292307664E-2,8.184932470E-3,-1.568527293E-1,1.604795962E-1
4.842223667E0,5.497959634E-2,2.142675631E-3,-8.814502180E-2,1.039080937E-1
4.852179667E0,8.372207824E-3,-1.688803788E-3,-1.827506322E-1,1.829501011E-1
4.862135667E0,-9.996728785E-3,-2.398933511E-2,-1.604423350E-1,1.625335831E-1
4.872091667E0,4.615397349E-2,-2.028947286E-2,-3.442659312E-1,3.479380453E-1
4.882048667E0,6.846981721E-2,-3.636366969E-2,-1.002797484E-1,1.267535415E-1
4.892004667E0,1.607602408E-2,4.442995850E-2,-1.267898548E-1,1.353075276E-1
4.901960667E0,-4.505685311E-2,9.946585257E-2,-2.635457039E-2,1.123304910E-1
4.911916667E0,-2.849859819E-2,9.023377514E-2,-6.587765515E-2,1.153003457E-1
4.921872667E0,9.485572502E-3,4.531424023E-2,1.272172862E-1,1.353794459E-1
4.931828667E0,-3.424659390E-3,2.261147529E-2,1.465265465E-1,1.483004920E-1
4.941785667E0,7.227012366E-3,-1.264904408E-2,-2.905890763E-2,3.250612460E-2
4.951741667E0,9.821473114E-2,6.309383232E-3,-1.031536549E-1,1.425714497E-1
4.961697667E0,8.692642551E-2,2.668336663E-2,-2.188718069E-1,2.370085934E-1
4.971653667E0,5.745704334E-2,1.400837554E-2,-1.983743924E-1,2.070022849E-1
4.981609667E0,-2.314236593E-2,4.409942636E-2,-2.828081864E-1,2.871598837E-1
4.991566667E0,-7.000710502E-2,6.489355048E-2,-2.769779277E-1,2.929657660E-1
5.001522667E0,-1.018452673E-1,5.996083936E-2,-1.045376909E-1,1.577843134E-1
5.011478667E0,-1.092706648E-1,5.502926113E-2,-1.542325920E-1,1.968654114E-1
5.021434667E0,-1.107907764E-1,1.026919076E-2,-1.045324284E-1,1.526665680E-1
5.031390667E0,-6.250196619E-2,-1.271910103E-2,-1.501564980E-2,6.552664380E-2
5.041346667E0,-5.040506372E-2,-6.767379189E-2,-9.629545569E-2,1.280360392E-1
5.051303667E0,-3.687394889E-2,-9.013230767E-2,-1.030326176E-1,1.417717929E-1
5.061259667E0,5.895966813E-3,-8.502418008E-2,-5.244426191E-2,1.000713457E-1
5.071215667E0,-1.525196867E-2,-1.175222190E-1,-2.340874314E-2,1.207976148E-1
5.081171667E0,-4.039141456E-2,-1.052610645E-1,-1.742353320E-2,1.140830294E-1
5.091127667E0,-3.463077424E-2,-6.518993123E-2,3.616210520E-2,8.219924276E-2
5.101083667E0,-3.677595321E-2,-9.764170401E-2,-1.407717168E-1,1.752228563E-1
5.111040667E0,-7.640428785E-3,-1.014378443E-1,-1.241527605E-1,1.605052035E-1
5.120996667E0,1.056253826E-2,-9.556276303E-2,-1.469036919E-1,1.755690849E-1
5.130952667E0,4.595335918E-2,-1.444621687E-1,-1.467563421E-1,2.109939652E-1
5.140908667E0,1.036574657E-1,-6.071032450E-2,-1.723566216E-1,2.100890733E-1
5.150864667E0,7.581578387E-2,8.060752228E-3,-1.415265924E-1,1.607569133E-1
5.160820667E0,6.151886651E-2,-1.271679869E-2,-5.351605654E-2,8.252427651E-2
5.170777667E0,4.800662722E-2,3.256259579E-3,-1.315126508E-1,1.400386262E-1
5.180733667E0,8.590181060E-3,3.909205360E-2,-3.167729080E-2,5.104341895E-2
5.190689667E0,-5.712674875E-2,5.511280322E-2,-1.785260189E-1,1.953776495E-1
5.200645667E0,-5.703626309E-2,7.239779396E-2,-1.223939180E-1,1.532150353E-1
5.210601667E0,-6.286677763E-2,1.015855048E-1,-2.063733834E-1,2.384571657E-1
5.220557667E0,-7.099055188E-2,9.587820204E-2,-1.914033419E-1,2.255383058E-1
5.230514667E0,-6.079878191E-2,1.188607197E-1,-1.770285469E-1,2.217283676E-1
5.240470667E0,-3.745715383E-2,1.306512098E-1,-1.556189668E-1,2.066156815E-1
5.250426667E0,-5.041217174E-2,5.278425923E-2,-5.157945871E-2,8.937564346E-2
5.260382667E0,-6.547194974E-2,2.347938482E-2,-9.797828436E-2,1.201565725E-1
5.270338667E0,-3.179617200E-2,-1.632191777E-2,-7.562204003E-3,3.653201997E-2
5.280295667E0,-2.781228125E-3,-3.661636077E-2,7.410176396E-3,3.746203171E-2
5.290251667E0,-2.118480949E-2,-6.013733391E-2,-9.408111513E-2,1.136510066E-1
5.300207667E0,-1.824762516E-2,-5.308968488E-2,-1.303075397E-1,1.418856771E-1
5.310163667E0,-3.275632136E-2,-4.966089590E-2,-1.285136139E-1,1.416154304E-1
5.320119667E0,2.309248187E-3,5.482787937E-3,-1.975212836E-1,1.976108577E-1
5.330075667E0,1.333355203E-2,9.846601523E-3,-1.773156452E-1,1.780886779E-1
5.340032667E0,2.437092075E-2,-2.348241806E-2,-1.496238166E-1,1.534035600E-1
5.349988667E0,5.185031271E-2,-1.191375671E-2,-1.743224555E-1,1.822600094E-1
5.359944667E0,5.456340250E-2,-2.852978943E-2,-1.886943269E-1,1.984859259E-1
5.369900667E0,5.415228842E-2,-1.372719755E-2,-1.036687946E-1,1.177630047E-1
5.379856667E0,6.561557198E-2,-3.032128494E-3,-1.389959174E-1,1.537350388E-1
5.389812667E0,3.554917082E-2,2.625215275E-2,-2.613354564E-2,5.134083441E-2
5.399769667E0,-2.602796685E-3,-9.682440944E-4,6.500349641E-3,7.068705162E-3
5.409725667E0,-4.270364117E-2,-4.609469734E-3,3.061602116E-3,4.306067333E-2
5.419681667E0,-3.727548815E-2,2.245106058E-2,-1.235341251E-2,4.523404624E-2
5.429637667E0,-4.049986213E-2,1.020847108E-2,-4.542994201E-2,6.171167917E-2
5.439593667E0,-6.890421052E-2,-1.440704601E-2,-9.212931454E-2,1.159446583E-1
5.449550667E0,-3.453071376E-2,-3.509407472E-2,-1.460125762E-1,1.540897034E-1
5.459506667E0,-3.921731193E-2,-5.429693392E-2,-1.611293828E-1,1.744959386E-1
5.469462667E0,-6.122718181E-2,-6.752852513E-2,-1.784979522E-1,2.004255185E-1
5.479418667E0,-6.051807901E-2,9.196884502E-3,-1.719163263E-1,1.824890238E-1
5.489374667E0,-5.281713154E-2,5.092517355E-2,-1.877845001E-1,2.016086337E-1
5.499330667E0,-9.145209733E-3,5.309991751E-2,-9.961842835E-2,1.132566438E-1
5.509287667E0,-2.232543681E-2,3.962199407E-2,-1.512604523E-1,1.579495235E-1
5.519243667E0,-9.580772482E-3,8.155002035E-3,-1.217711896E-1,1.224194342E-1
5.529199667E0,2.382522935E-2,1.463631168E-4,-1.100983930E-1,1.126468779E-1
5.539155667E0,3.134458423E-2,7.434716430E-3,-3.091247499E-2,4.464682608E-2
5.549111667E0,4.018126197E-2,1.452959999E-3,-7.238268256E-2,8.280034807E-2
5.559067667E0,2.974564483E-2,-3.020918285E-2,-5.427327096E-2,6.886934047E-2
5.569024667E0,5.700286087E-3,-4.216184182E-2,-5.457323313E-2,6.919791862E-2
5.578980667E0,-1.628648730E-2,-4.398421794E-2,-1.186394209E-1,1.275741874E-1
5.588936667E0,-1.681273671E-2,-4.462980537E-2,-1.508195722E-1,1.581803749E-1
5.598892667E0,-3.770419870E-2,-2.541841289E-2,-9.663225532E-2,1.067965125E-1
5.608848667E0,-3.014075216E-2,-1.402370621E-2,-6.983738959E-2,7.734591302E-2
5.618804667E0,-1.296846651E-2,-3.119701512E-2,-1.130974299E-1,1.180358569E-1
5.628761667E0,3.933878783E-3,-1.998534456E-2,-1.624952924E-1,1.637669364E-1
5.638717667E0,9.949110523E-3,-6.947552003E-3,-1.589039326E-1,1.593665996E-1
5.648673667E0,-1.727194414E-2,-2.148055069E-2,-1.684840107E-1,1.707237417E-1
5.658629667E0,-1.636231838E-2,2.633366659E-2,-1.499243635E-1,1.530963822E-1
5.668585667E0,5.254271440E-3,3.789114514E-2,-8.795557201E-2,9.591417464E-2
5.678541667E0,-9.591078199E-3,6.401745485E-2,-1.140014094E-1,1.310974624E-1
5.688498667E0,-3.140749661E-2,6.336656839E-2,-7.792584300E-2,1.052339766E-1
5.698454667E0,-1.527314655E-2,3.524630332E-2,-1.115297914E-2,3.999949809E-2
5.708410667E0,-2.078232005E-2,3.583992362E-2,-2.190641803E-1,2.229473481E-1
5.718366667E0,-1.636421872E-2,2.382502835E-2,-3.205443621E-3,2.908082700E-2
5.728322667E0,6.072022822E-3,9.058707487E-3,-1.799808061E-1,1.803108988E-1
5.738279667E0,9.024702273E-3,-2.454599004E-2,-1.772793925E-1,1.791980298E-1
5.748235667E0,9.687447622E-3,-1.041586451E-2,-8.761467934E-2,8.876186631E-2
5.758191667E0,-3.273589265E-2,-3.731517613E-2,-9.285261512E-2,1.052885045E-1
5.768147667E0,-5.162192412E-2,-6.576410953E-2,-1.497325748E-1,1.714922305E-1
5.778103667E0,-3.577437999E-2,-6.225492133E-2,-1.115619510E-1,1.326708348E-1
5.788059667E0,-4.561957452E-2,-5.190785296E-2,-7.832813144E-2,1.044550954E-1
5.798016667E0,-2.679426273E-2,-4.283637296E-2,-4.449906528E-2,6.732795983E-2
5.807972667E0,4.417169429E-3,-3.211837186E-2,-9.195038974E-2,9.749859163E-2
5.817928667E0,2.589329816E-3,-4.376608025E-2,-1.254794937E-1,1.329183124E-1
5.827884667E0,1.148369400E-2,-6.603191201E-2,-1.489788687E-1,1.633609254E-1
5.837840667E0,7.728246655E-3,-2.483676111E-2,-1.149983597E-1,1.179034063E-1
